"model","aic","deviance","year_df","has_holiday","spline_fun","df","data_split"
"bs_6_3_3_hum_temp_without_holiday",572.991910189912,82.1585808153049,6,FALSE,"bs",3,"mix"
"bs_6_3_3_hum_temp_without_holiday",572.991910189912,82.1585808153049,6,FALSE,"bs",3,"mix"
"bs_6_4_4_hum_temp_without_holiday",572.991910189912,82.1585808153049,6,FALSE,"bs",4,"mix"
"bs_6_4_4_hum_temp_without_holiday",572.991910189912,82.1585808153049,6,FALSE,"bs",4,"mix"
"bs_6_5_5_hum_temp_without_holiday",572.991910189912,82.1585808153049,6,FALSE,"bs",5,"mix"
"bs_6_5_5_hum_temp_without_holiday",572.991910189912,82.1585808153049,6,FALSE,"bs",5,"mix"
"bs_6_6_6_hum_temp_without_holiday",572.991910189912,82.1585808153049,6,FALSE,"bs",6,"mix"
"bs_6_6_6_hum_temp_without_holiday",572.991910189912,82.1585808153049,6,FALSE,"bs",6,"mix"
"bs_6_7_7_hum_temp_without_holiday",572.991910189912,82.1585808153049,6,FALSE,"bs",7,"mix"
"bs_6_7_7_hum_temp_without_holiday",572.991910189912,82.1585808153049,6,FALSE,"bs",7,"mix"
"ns_3_2_2_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"ns",2,"mix"
"ns_3_2_2_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"ns",2,"mix"
"ns_3_3_3_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"ns",3,"mix"
"ns_3_3_3_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"ns",3,"mix"
"ns_3_4_4_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"ns",4,"mix"
"ns_3_4_4_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"ns",4,"mix"
"ns_3_5_5_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"ns",5,"mix"
"ns_3_5_5_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"ns",5,"mix"
"ns_3_6_6_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"ns",6,"mix"
"ns_3_6_6_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"ns",6,"mix"
"ns_3_7_7_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"ns",7,"mix"
"ns_3_7_7_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"ns",7,"mix"
"bs_3_2_2_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"bs",2,"mix"
"bs_3_2_2_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"bs",2,"mix"
"bs_3_3_3_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"bs",3,"mix"
"bs_3_3_3_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"bs",3,"mix"
"bs_3_4_4_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"bs",4,"mix"
"bs_3_4_4_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"bs",4,"mix"
"bs_3_5_5_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"bs",5,"mix"
"bs_3_5_5_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"bs",5,"mix"
"bs_3_6_6_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"bs",6,"mix"
"bs_3_6_6_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"bs",6,"mix"
"bs_3_7_7_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"bs",7,"mix"
"bs_3_7_7_hum_temp_so2_without_holiday",572.998162773248,86.1648333986421,3,FALSE,"bs",7,"mix"
"ns_8_2_2_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"ns",2,"min"
"ns_8_2_2_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"ns",2,"min"
"ns_8_3_3_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"ns",3,"min"
"ns_8_3_3_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"ns",3,"min"
"ns_8_4_4_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"ns",4,"min"
"ns_8_4_4_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"ns",4,"min"
"ns_8_5_5_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"ns",5,"min"
"ns_8_5_5_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"ns",5,"min"
"ns_8_6_6_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"ns",6,"min"
"ns_8_6_6_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"ns",6,"min"
"ns_8_7_7_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"ns",7,"min"
"ns_8_7_7_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"ns",7,"min"
"bs_8_2_2_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"bs",2,"min"
"bs_8_2_2_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"bs",2,"min"
"bs_8_3_3_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"bs",3,"min"
"bs_8_3_3_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"bs",3,"min"
"bs_8_4_4_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"bs",4,"min"
"bs_8_4_4_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"bs",4,"min"
"bs_8_5_5_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"bs",5,"min"
"bs_8_5_5_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"bs",5,"min"
"bs_8_6_6_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"bs",6,"min"
"bs_8_6_6_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"bs",6,"min"
"bs_8_7_7_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"bs",7,"min"
"bs_8_7_7_pm10_without_holiday",572.999590486812,80.1662611122058,8,FALSE,"bs",7,"min"
"ns_6_2_2_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"ns",2,"min"
"ns_6_2_2_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"ns",2,"min"
"ns_6_3_3_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"ns",3,"min"
"ns_6_3_3_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"ns",3,"min"
"ns_6_4_4_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"ns",4,"min"
"ns_6_4_4_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"ns",4,"min"
"ns_6_5_5_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"ns",5,"min"
"ns_6_5_5_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"ns",5,"min"
"ns_6_6_6_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"ns",6,"min"
"ns_6_6_6_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"ns",6,"min"
"ns_6_7_7_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"ns",7,"min"
"ns_6_7_7_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"ns",7,"min"
"bs_6_2_2_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"bs",2,"min"
"bs_6_2_2_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"bs",2,"min"
"bs_6_3_3_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"bs",3,"min"
"bs_6_3_3_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"bs",3,"min"
"bs_6_4_4_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"bs",4,"min"
"bs_6_4_4_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"bs",4,"min"
"bs_6_5_5_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"bs",5,"min"
"bs_6_5_5_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"bs",5,"min"
"bs_6_6_6_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"bs",6,"min"
"bs_6_6_6_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"bs",6,"min"
"bs_6_7_7_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"bs",7,"min"
"bs_6_7_7_hum_temp_without_holiday",573.004601684234,82.1712723096273,6,FALSE,"bs",7,"min"
"ns_5_2_2_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"ns",2,"mean"
"ns_5_2_2_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"ns",2,"mean"
"ns_5_3_3_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"ns",3,"mean"
"ns_5_3_3_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"ns",3,"mean"
"ns_5_4_4_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"ns",4,"mean"
"ns_5_4_4_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"ns",4,"mean"
"ns_5_5_5_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"ns",5,"mean"
"ns_5_5_5_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"ns",5,"mean"
"ns_5_6_6_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"ns",6,"mean"
"ns_5_6_6_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"ns",6,"mean"
"ns_5_7_7_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"ns",7,"mean"
"ns_5_7_7_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"ns",7,"mean"
"bs_5_2_2_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"bs",2,"mean"
"bs_5_2_2_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"bs",2,"mean"
"bs_5_3_3_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"bs",3,"mean"
"bs_5_3_3_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"bs",3,"mean"
"bs_5_4_4_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"bs",4,"mean"
"bs_5_4_4_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"bs",4,"mean"
"bs_5_5_5_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"bs",5,"mean"
"bs_5_5_5_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"bs",5,"mean"
"bs_5_6_6_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"bs",6,"mean"
"bs_5_6_6_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"bs",6,"mean"
"bs_5_7_7_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"bs",7,"mean"
"bs_5_7_7_hum_temp_without_holiday",573.005612024716,84.1722826501089,5,FALSE,"bs",7,"mean"
"ns_6_2_2_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",2,"max"
"ns_6_2_2_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",2,"max"
"ns_6_2_2_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",2,"max"
"ns_6_2_2_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",2,"max"
"ns_6_3_3_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",3,"max"
"ns_6_3_3_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",3,"max"
"ns_6_3_3_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",3,"max"
"ns_6_3_3_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",3,"max"
"ns_6_4_4_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",4,"max"
"ns_6_4_4_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",4,"max"
"ns_6_4_4_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",4,"max"
"ns_6_4_4_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",4,"max"
"ns_6_5_5_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",5,"max"
"ns_6_5_5_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",5,"max"
"ns_6_5_5_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",5,"max"
"ns_6_5_5_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",5,"max"
"ns_6_6_6_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",6,"max"
"ns_6_6_6_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",6,"max"
"ns_6_6_6_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",6,"max"
"ns_6_6_6_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",6,"max"
"ns_6_7_7_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",7,"max"
"ns_6_7_7_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",7,"max"
"ns_6_7_7_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",7,"max"
"ns_6_7_7_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"ns",7,"max"
"bs_6_2_2_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",2,"max"
"bs_6_2_2_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",2,"max"
"bs_6_2_2_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",2,"max"
"bs_6_2_2_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",2,"max"
"bs_6_3_3_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",3,"max"
"bs_6_3_3_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",3,"max"
"bs_6_3_3_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",3,"max"
"bs_6_3_3_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",3,"max"
"bs_6_4_4_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",4,"max"
"bs_6_4_4_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",4,"max"
"bs_6_4_4_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",4,"max"
"bs_6_4_4_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",4,"max"
"bs_6_5_5_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",5,"max"
"bs_6_5_5_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",5,"max"
"bs_6_5_5_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",5,"max"
"bs_6_5_5_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",5,"max"
"bs_6_6_6_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",6,"max"
"bs_6_6_6_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",6,"max"
"bs_6_6_6_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",6,"max"
"bs_6_6_6_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",6,"max"
"bs_6_7_7_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",7,"max"
"bs_6_7_7_hum_temp_pm10_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",7,"max"
"bs_6_7_7_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",7,"max"
"bs_6_7_7_hum_temp_pm10_is_holiday_no2_with_holiday",573.005721961649,76.1723925870428,6,TRUE,"bs",7,"max"
"ns_6_2_2_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"ns",2,"max"
"ns_6_2_2_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"ns",2,"max"
"ns_6_3_3_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"ns",3,"max"
"ns_6_3_3_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"ns",3,"max"
"ns_6_4_4_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"ns",4,"max"
"ns_6_4_4_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"ns",4,"max"
"ns_6_5_5_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"ns",5,"max"
"ns_6_5_5_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"ns",5,"max"
"ns_6_6_6_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"ns",6,"max"
"ns_6_6_6_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"ns",6,"max"
"ns_6_7_7_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"ns",7,"max"
"ns_6_7_7_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"ns",7,"max"
"bs_6_2_2_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"bs",2,"max"
"bs_6_2_2_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"bs",2,"max"
"bs_6_3_3_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"bs",3,"max"
"bs_6_3_3_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"bs",3,"max"
"bs_6_4_4_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"bs",4,"max"
"bs_6_4_4_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"bs",4,"max"
"bs_6_5_5_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"bs",5,"max"
"bs_6_5_5_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"bs",5,"max"
"bs_6_6_6_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"bs",6,"max"
"bs_6_6_6_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"bs",6,"max"
"bs_6_7_7_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"bs",7,"max"
"bs_6_7_7_hum_temp_pm10_is_holiday_no2_without_holiday",573.005721961649,76.1723925870428,6,FALSE,"bs",7,"max"
"ns_6_2_2_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"ns",2,"max"
"ns_6_2_2_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"ns",2,"max"
"ns_6_3_3_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"ns",3,"max"
"ns_6_3_3_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"ns",3,"max"
"ns_6_4_4_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"ns",4,"max"
"ns_6_4_4_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"ns",4,"max"
"ns_6_5_5_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"ns",5,"max"
"ns_6_5_5_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"ns",5,"max"
"ns_6_6_6_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"ns",6,"max"
"ns_6_6_6_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"ns",6,"max"
"ns_6_7_7_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"ns",7,"max"
"ns_6_7_7_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"ns",7,"max"
"bs_6_2_2_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"bs",2,"max"
"bs_6_2_2_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"bs",2,"max"
"bs_6_3_3_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"bs",3,"max"
"bs_6_3_3_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"bs",3,"max"
"bs_6_4_4_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"bs",4,"max"
"bs_6_4_4_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"bs",4,"max"
"bs_6_5_5_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"bs",5,"max"
"bs_6_5_5_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"bs",5,"max"
"bs_6_6_6_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"bs",6,"max"
"bs_6_6_6_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"bs",6,"max"
"bs_6_7_7_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"bs",7,"max"
"bs_6_7_7_hum_temp_without_holiday",573.009974575582,82.1766452009754,6,FALSE,"bs",7,"max"
"ns_3_2_2_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"ns",2,"mix"
"ns_3_2_2_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"ns",2,"mix"
"ns_3_3_3_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"ns",3,"mix"
"ns_3_3_3_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"ns",3,"mix"
"ns_3_4_4_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"ns",4,"mix"
"ns_3_4_4_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"ns",4,"mix"
"ns_3_5_5_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"ns",5,"mix"
"ns_3_5_5_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"ns",5,"mix"
"ns_3_6_6_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"ns",6,"mix"
"ns_3_6_6_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"ns",6,"mix"
"ns_3_7_7_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"ns",7,"mix"
"ns_3_7_7_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"ns",7,"mix"
"bs_3_2_2_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"bs",2,"mix"
"bs_3_2_2_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"bs",2,"mix"
"bs_3_3_3_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"bs",3,"mix"
"bs_3_3_3_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"bs",3,"mix"
"bs_3_4_4_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"bs",4,"mix"
"bs_3_4_4_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"bs",4,"mix"
"bs_3_5_5_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"bs",5,"mix"
"bs_3_5_5_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"bs",5,"mix"
"bs_3_6_6_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"bs",6,"mix"
"bs_3_6_6_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"bs",6,"mix"
"bs_3_7_7_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"bs",7,"mix"
"bs_3_7_7_hum_temp_pm10_so2_no2_with_holiday",573.016360655029,80.1830312804224,3,TRUE,"bs",7,"mix"
"ns_5_2_2_hum_temp_without_holiday",573.019663110583,84.1863337359761,5,FALSE,"ns",2,"min"
"ns_5_2_2_hum_temp_without_holiday",573.019663110583,84.1863337359761,5,FALSE,"ns",2,"min"
"ns_5_3_3_hum_temp_without_holiday",573.019663110583,84.1863337359761,5,FALSE,"ns",3,"min"
"ns_5_3_3_hum_temp_without_holiday",573.019663110583,84.1863337359761,5,FALSE,"ns",3,"min"
"ns_5_4_4_hum_temp_without_holiday",573.019663110583,84.1863337359761,5,FALSE,"ns",4,"min"
"ns_5_4_4_hum_temp_without_holiday",573.019663110583,84.1863337359761,5,FALSE,"ns",4,"min"
"ns_5_5_5_hum_temp_without_holiday",573.019663110583,84.1863337359761,5,FALSE,"ns",5,"min"
"ns_5_5_5_hum_temp_without_holiday",573.019663110583,84.1863337359761,5,FALSE,"ns",5,"min"
"ns_5_6_6_hum_temp_without_holiday",573.019663110583,84.1863337359761,5,FALSE,"ns",6,"min"
"ns_5_6_6_hum_temp_without_holiday",573.019663110583,84.1863337359761,5,FALSE,"ns",6,"min"
"ns_5_7_7_hum_temp_without_holiday",573.019663110583,84.1863337359761,5,FALSE,"ns",7,"min"
