"model","aic","deviance","year_df","has_holiday","spline_fun","df","data_split"
"ns_3_2_2_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"ns",2,"max"
"ns_3_2_2_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"ns",2,"max"
"ns_3_3_3_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"ns",3,"max"
"ns_3_3_3_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"ns",3,"max"
"ns_3_4_4_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"ns",4,"max"
"ns_3_4_4_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"ns",4,"max"
"ns_3_5_5_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"ns",5,"max"
"ns_3_5_5_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"ns",5,"max"
"ns_3_6_6_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"ns",6,"max"
"ns_3_6_6_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"ns",6,"max"
"ns_3_7_7_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"ns",7,"max"
"ns_3_7_7_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"ns",7,"max"
"bs_3_2_2_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"bs",2,"max"
"bs_3_2_2_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"bs",2,"max"
"bs_3_3_3_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"bs",3,"max"
"bs_3_3_3_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"bs",3,"max"
"bs_3_4_4_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"bs",4,"max"
"bs_3_4_4_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"bs",4,"max"
"bs_3_5_5_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"bs",5,"max"
"bs_3_5_5_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"bs",5,"max"
"bs_3_6_6_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"bs",6,"max"
"bs_3_6_6_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"bs",6,"max"
"bs_3_7_7_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"bs",7,"max"
"bs_3_7_7_hum_temp_so2_no2_without_holiday",860.65772928257,116.85291422704,3,FALSE,"bs",7,"max"
"ns_1_2_2_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"ns",2,"max"
"ns_1_2_2_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"ns",2,"max"
"ns_1_3_3_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"ns",3,"max"
"ns_1_3_3_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"ns",3,"max"
"ns_1_4_4_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"ns",4,"max"
"ns_1_4_4_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"ns",4,"max"
"ns_1_5_5_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"ns",5,"max"
"ns_1_5_5_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"ns",5,"max"
"ns_1_6_6_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"ns",6,"max"
"ns_1_6_6_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"ns",6,"max"
"ns_1_7_7_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"ns",7,"max"
"ns_1_7_7_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"ns",7,"max"
"bs_1_2_2_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"bs",2,"max"
"bs_1_2_2_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"bs",2,"max"
"bs_1_3_3_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"bs",3,"max"
"bs_1_3_3_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"bs",3,"max"
"bs_1_4_4_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"bs",4,"max"
"bs_1_4_4_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"bs",4,"max"
"bs_1_5_5_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"bs",5,"max"
"bs_1_5_5_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"bs",5,"max"
"bs_1_6_6_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"bs",6,"max"
"bs_1_6_6_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"bs",6,"max"
"bs_1_7_7_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"bs",7,"max"
"bs_1_7_7_hum_temp_so2_no2_without_holiday",860.890079470234,121.085264414704,1,FALSE,"bs",7,"max"
"ns_2_2_2_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"ns",2,"max"
"ns_2_2_2_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"ns",2,"max"
"ns_2_3_3_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"ns",3,"max"
"ns_2_3_3_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"ns",3,"max"
"ns_2_4_4_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"ns",4,"max"
"ns_2_4_4_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"ns",4,"max"
"ns_2_5_5_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"ns",5,"max"
"ns_2_5_5_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"ns",5,"max"
"ns_2_6_6_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"ns",6,"max"
"ns_2_6_6_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"ns",6,"max"
"ns_2_7_7_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"ns",7,"max"
"ns_2_7_7_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"ns",7,"max"
"bs_2_2_2_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"bs",2,"max"
"bs_2_2_2_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"bs",2,"max"
"bs_2_3_3_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"bs",3,"max"
"bs_2_3_3_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"bs",3,"max"
"bs_2_4_4_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"bs",4,"max"
"bs_2_4_4_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"bs",4,"max"
"bs_2_5_5_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"bs",5,"max"
"bs_2_5_5_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"bs",5,"max"
"bs_2_6_6_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"bs",6,"max"
"bs_2_6_6_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"bs",6,"max"
"bs_2_7_7_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"bs",7,"max"
"bs_2_7_7_hum_temp_so2_no2_without_holiday",860.997357052574,119.192541997043,2,FALSE,"bs",7,"max"
"ns_1_2_2_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"ns",2,"max"
"ns_1_2_2_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"ns",2,"max"
"ns_1_3_3_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"ns",3,"max"
"ns_1_3_3_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"ns",3,"max"
"ns_1_4_4_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"ns",4,"max"
"ns_1_4_4_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"ns",4,"max"
"ns_1_5_5_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"ns",5,"max"
"ns_1_5_5_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"ns",5,"max"
"ns_1_6_6_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"ns",6,"max"
"ns_1_6_6_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"ns",6,"max"
"ns_1_7_7_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"ns",7,"max"
"ns_1_7_7_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"ns",7,"max"
"bs_1_2_2_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"bs",2,"max"
"bs_1_2_2_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"bs",2,"max"
"bs_1_3_3_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"bs",3,"max"
"bs_1_3_3_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"bs",3,"max"
"bs_1_4_4_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"bs",4,"max"
"bs_1_4_4_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"bs",4,"max"
"bs_1_5_5_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"bs",5,"max"
"bs_1_5_5_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"bs",5,"max"
"bs_1_6_6_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"bs",6,"max"
"bs_1_6_6_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"bs",6,"max"
"bs_1_7_7_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"bs",7,"max"
"bs_1_7_7_hum_temp_no2_without_holiday",861.174030493546,123.369215438016,1,FALSE,"bs",7,"max"
"ns_1_2_2_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"ns",2,"max"
"ns_1_2_2_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"ns",2,"max"
"ns_1_3_3_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"ns",3,"max"
"ns_1_3_3_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"ns",3,"max"
"ns_1_4_4_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"ns",4,"max"
"ns_1_4_4_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"ns",4,"max"
"ns_1_5_5_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"ns",5,"max"
"ns_1_5_5_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"ns",5,"max"
"ns_1_6_6_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"ns",6,"max"
"ns_1_6_6_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"ns",6,"max"
"ns_1_7_7_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"ns",7,"max"
"ns_1_7_7_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"ns",7,"max"
"bs_1_2_2_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"bs",2,"max"
"bs_1_2_2_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"bs",2,"max"
"bs_1_3_3_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"bs",3,"max"
"bs_1_3_3_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"bs",3,"max"
"bs_1_4_4_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"bs",4,"max"
"bs_1_4_4_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"bs",4,"max"
"bs_1_5_5_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"bs",5,"max"
"bs_1_5_5_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"bs",5,"max"
"bs_1_6_6_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"bs",6,"max"
"bs_1_6_6_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"bs",6,"max"
"bs_1_7_7_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"bs",7,"max"
"bs_1_7_7_hum_temp_pm10_no2_without_holiday",862.34623575242,122.54142069689,1,FALSE,"bs",7,"max"
"ns_1_2_2_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"ns",2,"max"
"ns_1_2_2_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"ns",2,"max"
"ns_1_3_3_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"ns",3,"max"
"ns_1_3_3_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"ns",3,"max"
"ns_1_4_4_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"ns",4,"max"
"ns_1_4_4_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"ns",4,"max"
"ns_1_5_5_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"ns",5,"max"
"ns_1_5_5_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"ns",5,"max"
"ns_1_6_6_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"ns",6,"max"
"ns_1_6_6_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"ns",6,"max"
"ns_1_7_7_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"ns",7,"max"
"ns_1_7_7_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"ns",7,"max"
"bs_1_2_2_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"bs",2,"max"
"bs_1_2_2_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"bs",2,"max"
"bs_1_3_3_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"bs",3,"max"
"bs_1_3_3_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"bs",3,"max"
"bs_1_4_4_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"bs",4,"max"
"bs_1_4_4_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"bs",4,"max"
"bs_1_5_5_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"bs",5,"max"
"bs_1_5_5_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"bs",5,"max"
"bs_1_6_6_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"bs",6,"max"
"bs_1_6_6_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"bs",6,"max"
"bs_1_7_7_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"bs",7,"max"
"bs_1_7_7_hum_temp_pm10_so2_no2_without_holiday",862.358895583048,120.554080527518,1,FALSE,"bs",7,"max"
"ns_3_2_2_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"ns",2,"max"
"ns_3_2_2_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"ns",2,"max"
"ns_3_3_3_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"ns",3,"max"
"ns_3_3_3_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"ns",3,"max"
"ns_3_4_4_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"ns",4,"max"
"ns_3_4_4_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"ns",4,"max"
"ns_3_5_5_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"ns",5,"max"
"ns_3_5_5_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"ns",5,"max"
"ns_3_6_6_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"ns",6,"max"
"ns_3_6_6_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"ns",6,"max"
"ns_3_7_7_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"ns",7,"max"
"ns_3_7_7_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"ns",7,"max"
"bs_3_2_2_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"bs",2,"max"
"bs_3_2_2_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"bs",2,"max"
"bs_3_3_3_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"bs",3,"max"
"bs_3_3_3_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"bs",3,"max"
"bs_3_4_4_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"bs",4,"max"
"bs_3_4_4_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"bs",4,"max"
"bs_3_5_5_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"bs",5,"max"
"bs_3_5_5_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"bs",5,"max"
"bs_3_6_6_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"bs",6,"max"
"bs_3_6_6_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"bs",6,"max"
"bs_3_7_7_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"bs",7,"max"
"bs_3_7_7_hum_temp_so2_no2_with_holiday",862.434842951614,116.630027896084,3,TRUE,"bs",7,"max"
"ns_2_2_2_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"ns",2,"max"
"ns_2_2_2_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"ns",2,"max"
"ns_2_3_3_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"ns",3,"max"
"ns_2_3_3_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"ns",3,"max"
"ns_2_4_4_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"ns",4,"max"
"ns_2_4_4_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"ns",4,"max"
"ns_2_5_5_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"ns",5,"max"
"ns_2_5_5_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"ns",5,"max"
"ns_2_6_6_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"ns",6,"max"
"ns_2_6_6_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"ns",6,"max"
"ns_2_7_7_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"ns",7,"max"
"ns_2_7_7_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"ns",7,"max"
"bs_2_2_2_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"bs",2,"max"
"bs_2_2_2_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"bs",2,"max"
"bs_2_3_3_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"bs",3,"max"
"bs_2_3_3_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"bs",3,"max"
"bs_2_4_4_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"bs",4,"max"
"bs_2_4_4_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"bs",4,"max"
"bs_2_5_5_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"bs",5,"max"
"bs_2_5_5_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"bs",5,"max"
"bs_2_6_6_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"bs",6,"max"
"bs_2_6_6_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"bs",6,"max"
"bs_2_7_7_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"bs",7,"max"
"bs_2_7_7_hum_temp_no2_without_holiday",862.468725606702,122.663910551171,2,FALSE,"bs",7,"max"
"ns_3_2_2_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"ns",2,"max"
"ns_3_2_2_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"ns",2,"max"
"ns_3_3_3_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"ns",3,"max"
"ns_3_3_3_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"ns",3,"max"
"ns_3_4_4_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"ns",4,"max"
"ns_3_4_4_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"ns",4,"max"
"ns_3_5_5_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"ns",5,"max"
"ns_3_5_5_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"ns",5,"max"
"ns_3_6_6_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"ns",6,"max"
"ns_3_6_6_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"ns",6,"max"
"ns_3_7_7_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"ns",7,"max"
"ns_3_7_7_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"ns",7,"max"
"bs_3_2_2_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"bs",2,"max"
"bs_3_2_2_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"bs",2,"max"
"bs_3_3_3_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"bs",3,"max"
"bs_3_3_3_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"bs",3,"max"
"bs_3_4_4_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"bs",4,"max"
"bs_3_4_4_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"bs",4,"max"
"bs_3_5_5_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"bs",5,"max"
"bs_3_5_5_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"bs",5,"max"
"bs_3_6_6_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"bs",6,"max"
"bs_3_6_6_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"bs",6,"max"
"bs_3_7_7_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"bs",7,"max"
"bs_3_7_7_hum_temp_pm10_so2_no2_without_holiday",862.655738040001,116.850922984471,3,FALSE,"bs",7,"max"
"ns_4_2_2_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"ns",2,"max"
"ns_4_2_2_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"ns",2,"max"
"ns_4_3_3_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"ns",3,"max"
"ns_4_3_3_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"ns",3,"max"
"ns_4_4_4_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"ns",4,"max"
"ns_4_4_4_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"ns",4,"max"
"ns_4_5_5_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"ns",5,"max"
"ns_4_5_5_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"ns",5,"max"
"ns_4_6_6_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"ns",6,"max"
"ns_4_6_6_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"ns",6,"max"
"ns_4_7_7_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"ns",7,"max"
"ns_4_7_7_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"ns",7,"max"
"bs_4_2_2_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"bs",2,"max"
"bs_4_2_2_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"bs",2,"max"
"bs_4_3_3_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"bs",3,"max"
"bs_4_3_3_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"bs",3,"max"
"bs_4_4_4_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"bs",4,"max"
"bs_4_4_4_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"bs",4,"max"
"bs_4_5_5_hum_temp_so2_no2_without_holiday",862.684914441178,116.880099385648,4,FALSE,"bs",5,"max"
